,loan_amnt,funded_amnt,funded_amnt_inv,int_rate,installment,annual_inc,purpose,dti,delinq_2yrs,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,collections_12_mths_ex_med,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim,acc_open_past_24mths,avg_cur_bal,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,year,term_ 60 months,grade_B,grade_C,grade_D,grade_E,grade_F,grade_G,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,verification_status_Source Verified,verification_status_Verified,addr_state_AL,addr_state_AR,addr_state_AZ,addr_state_CA,addr_state_CO,addr_state_CT,addr_state_DC,addr_state_DE,addr_state_FL,addr_state_GA,addr_state_HI,addr_state_ID,addr_state_IL,addr_state_IN,addr_state_KS,addr_state_KY,addr_state_LA,addr_state_MA,addr_state_MD,addr_state_ME,addr_state_MI,addr_state_MN,addr_state_MO,addr_state_MS,addr_state_MT,addr_state_NC,addr_state_ND,addr_state_NE,addr_state_NH,addr_state_NJ,addr_state_NM,addr_state_NV,addr_state_NY,addr_state_OH,addr_state_OK,addr_state_OR,addr_state_PA,addr_state_RI,addr_state_SC,addr_state_SD,addr_state_TN,addr_state_TX,addr_state_UT,addr_state_VA,addr_state_VT,addr_state_WA,addr_state_WI,addr_state_WV,addr_state_WY,initial_list_status_w,application_type_Joint App,label
306286,5000.0,5000.0,5000.0,0.1399,170.87,42393.0,medical,15.26,0.0,730.0,734.0,0.0,11.0,1.0,3498.0,0.0,0.0,0.0,110650.0,18000.0,5.0,12294.0,0.0,0.0,210.0,8.0,6.0,3.0,0.0,3.0,5.0,4.0,11.0,4.0,9.0,22.0,5.0,11.0,0.0,0.0,3.0,96.6,1.0,0.0,145500.0,22423.0,8600.0,20000.0,2015,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306339,3000.0,3000.0,3000.0,0.0917,95.64,45000.0,medical,13.7,0.0,715.0,719.0,0.0,7.0,0.0,1430.0,0.0,0.0,0.0,9614.0,8400.0,1.0,1373.0,0.0,0.0,139.0,15.0,15.0,0.0,1.0,3.0,5.0,4.0,6.0,1.0,6.0,14.0,5.0,7.0,0.0,0.0,0.0,94.1,0.0,0.0,25360.0,9614.0,6800.0,16960.0,2015,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
306348,6600.0,6600.0,6600.0,0.0818,207.37,60000.0,car,9.56,0.0,700.0,704.0,0.0,6.0,0.0,10690.0,0.0,0.0,239.0,105080.0,11600.0,0.0,21016.0,0.0,0.0,235.0,33.0,33.0,2.0,0.0,1.0,2.0,1.0,5.0,6.0,3.0,8.0,2.0,6.0,0.0,0.0,0.0,100.0,0.0,0.0,120833.0,27963.0,10800.0,14833.0,2015,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306392,5000.0,5000.0,5000.0,0.0692,154.21,45900.0,car,8.16,0.0,740.0,744.0,1.0,6.0,0.0,4139.0,0.0,0.0,0.0,266184.0,12800.0,2.0,44364.0,0.0,0.0,180.0,5.0,5.0,3.0,0.0,2.0,3.0,2.0,6.0,16.0,3.0,10.0,3.0,6.0,0.0,0.0,1.0,96.6,0.0,0.0,293896.0,44461.0,11800.0,45096.0,2015,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
306437,4500.0,4500.0,4500.0,0.0668,138.29,70000.0,car,1.9,0.0,725.0,729.0,1.0,5.0,0.0,6589.0,0.0,0.0,0.0,214139.0,31000.0,1.0,42828.0,0.0,0.0,131.0,54.0,8.0,2.0,0.0,3.0,4.0,3.0,4.0,6.0,4.0,7.0,4.0,5.0,0.0,0.0,1.0,100.0,0.0,0.0,240000.0,6589.0,22500.0,0.0,2015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
306566,10000.0,10000.0,10000.0,0.1153,329.91,44200.0,medical,19.69,0.0,680.0,684.0,1.0,17.0,1.0,1100.0,0.0,0.0,15119.0,90305.0,20200.0,4.0,5644.0,0.0,0.0,146.0,4.0,4.0,0.0,0.0,1.0,1.0,5.0,11.0,23.0,10.0,26.0,1.0,17.0,0.0,0.0,3.0,100.0,1.0,0.0,119020.0,90305.0,13600.0,98820.0,2015,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
306600,7125.0,7125.0,7125.0,0.1884,260.6,74000.0,car,13.44,0.0,660.0,664.0,0.0,7.0,1.0,5672.0,0.0,0.0,0.0,12907.0,11700.0,7.0,1844.0,0.0,0.0,114.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,4.0,11.0,4.0,9.0,4.0,7.0,0.0,0.0,5.0,94.1,1.0,0.0,28860.0,12907.0,1200.0,17160.0,2015,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306624,5000.0,5000.0,5000.0,0.0818,157.1,65000.0,car,5.65,0.0,675.0,679.0,0.0,8.0,0.0,11755.0,0.0,0.0,0.0,103624.0,22600.0,4.0,12953.0,0.0,0.0,35.0,4.0,4.0,0.0,0.0,5.0,5.0,6.0,6.0,2.0,6.0,6.0,5.0,8.0,0.0,0.0,2.0,100.0,0.0,0.0,116125.0,103624.0,22600.0,93525.0,2015,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
306632,5000.0,5000.0,5000.0,0.12689999999999999,167.73,36000.0,car,24.23,0.0,660.0,664.0,0.0,11.0,0.0,6013.0,1.0,0.0,369.0,21718.0,23200.0,13.0,1974.0,0.0,0.0,213.0,9.0,3.0,0.0,0.0,5.0,6.0,5.0,8.0,2.0,9.0,13.0,6.0,11.0,0.0,0.0,3.0,100.0,0.0,0.0,40200.0,21718.0,12400.0,17000.0,2015,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
306650,2000.0,2000.0,2000.0,0.0917,63.76,30000.0,car,17.53,0.0,715.0,719.0,0.0,8.0,0.0,8240.0,0.0,0.0,0.0,218847.0,23700.0,5.0,27356.0,0.0,0.0,367.0,4.0,4.0,4.0,0.0,4.0,5.0,5.0,8.0,1.0,6.0,9.0,5.0,8.0,0.0,0.0,4.0,100.0,0.0,0.0,240819.0,10210.0,18200.0,7891.0,2015,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
306695,5000.0,5000.0,5000.0,0.0789,156.43,85000.0,car,11.13,0.0,715.0,719.0,0.0,10.0,0.0,7184.0,0.0,0.0,0.0,211861.0,21900.0,5.0,21186.0,0.0,0.0,107.0,14.0,3.0,3.0,0.0,2.0,4.0,3.0,3.0,6.0,7.0,12.0,4.0,10.0,0.0,0.0,4.0,95.2,0.0,0.0,230048.0,35861.0,10500.0,32148.0,2015,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
306773,7000.0,7000.0,7000.0,0.1099,229.14,60000.0,car,10.3,0.0,665.0,669.0,0.0,5.0,0.0,10129.0,0.0,0.0,0.0,27558.0,14300.0,0.0,9186.0,0.0,0.0,123.0,75.0,34.0,1.0,1.0,2.0,2.0,3.0,6.0,3.0,4.0,10.0,2.0,5.0,0.0,0.0,0.0,85.7,0.0,0.0,25075.0,27558.0,14300.0,10775.0,2015,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
306779,7000.0,7000.0,7000.0,0.0818,219.94,135000.0,car,6.63,2.0,715.0,719.0,2.0,20.0,0.0,8876.0,0.0,0.0,0.0,216222.0,43800.0,5.0,13514.0,0.0,0.0,184.0,10.0,10.0,3.0,0.0,3.0,8.0,5.0,11.0,5.0,18.0,31.0,8.0,20.0,0.0,0.0,1.0,91.9,0.0,0.0,272916.0,15846.0,17900.0,15990.0,2015,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306791,1400.0,1400.0,1400.0,0.1699,49.91,60000.0,medical,14.06,0.0,670.0,674.0,2.0,20.0,0.0,5424.0,0.0,0.0,140.0,322418.0,16200.0,6.0,16121.0,0.0,0.0,88.0,5.0,5.0,1.0,1.0,2.0,6.0,6.0,8.0,6.0,13.0,15.0,6.0,20.0,0.0,0.0,4.0,95.7,0.0,0.0,342325.0,113762.0,4700.0,101956.0,2015,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
306991,12000.0,12000.0,11750.0,0.1229,268.7,52000.0,car,16.29,0.0,680.0,684.0,1.0,10.0,0.0,16757.0,0.0,0.0,531.0,172265.0,36600.0,3.0,17227.0,0.0,0.0,123.0,11.0,11.0,4.0,0.0,5.0,6.0,5.0,7.0,9.0,7.0,11.0,6.0,10.0,0.0,0.0,2.0,100.0,0.0,0.0,210781.0,34899.0,32300.0,24844.0,2015,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307066,14000.0,14000.0,14000.0,0.1465,330.5,125000.0,car,21.73,0.0,685.0,689.0,1.0,14.0,0.0,30815.0,0.0,0.0,0.0,74180.0,43600.0,9.0,5299.0,0.0,0.0,222.0,3.0,3.0,2.0,1.0,8.0,10.0,8.0,14.0,11.0,10.0,18.0,10.0,14.0,0.0,0.0,4.0,86.7,0.0,0.0,99980.0,74180.0,40200.0,55058.0,2015,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
307234,3000.0,3000.0,3000.0,0.1333,101.56,12000.0,car,10.87,1.0,660.0,664.0,0.0,6.0,0.0,1944.0,0.0,0.0,0.0,1944.0,5200.0,2.0,389.0,0.0,0.0,73.0,5.0,5.0,0.0,0.0,1.0,5.0,1.0,1.0,0.0,6.0,7.0,5.0,6.0,0.0,1.0,2.0,85.7,0.0,0.0,5200.0,1944.0,400.0,0.0,2015,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307248,30000.0,30000.0,30000.0,0.245,871.77,70000.0,car,11.97,0.0,725.0,729.0,3.0,12.0,1.0,1409.0,0.0,0.0,0.0,28466.0,25100.0,7.0,2372.0,0.0,0.0,128.0,1.0,1.0,0.0,0.0,1.0,3.0,3.0,9.0,3.0,10.0,20.0,3.0,12.0,0.0,0.0,2.0,100.0,1.0,0.0,64188.0,28466.0,16000.0,39088.0,2015,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307313,2400.0,2400.0,2400.0,0.1399,82.02,40000.0,medical,22.8,0.0,680.0,684.0,0.0,13.0,1.0,4362.0,0.0,0.0,0.0,27361.0,22800.0,5.0,2487.0,0.0,0.0,190.0,3.0,3.0,0.0,0.0,3.0,5.0,4.0,4.0,3.0,10.0,11.0,5.0,13.0,0.0,0.0,2.0,100.0,1.0,0.0,51786.0,27361.0,6500.0,28986.0,2015,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307316,4000.0,4000.0,4000.0,0.1399,136.7,100000.0,car,28.63,1.0,670.0,674.0,1.0,8.0,0.0,6074.0,0.0,0.0,0.0,114127.0,9700.0,12.0,14266.0,0.0,0.0,45.0,6.0,6.0,0.0,0.0,1.0,4.0,1.0,2.0,14.0,5.0,7.0,4.0,8.0,0.0,0.0,3.0,95.2,0.0,0.0,128246.0,114127.0,3200.0,118546.0,2015,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307436,2700.0,2700.0,2700.0,0.19519999999999998,99.69,53000.0,medical,9.51,0.0,760.0,764.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,24280.0,4200.0,2.0,6070.0,0.0,0.0,43.0,10.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,3.0,0.0,4.0,0.0,0.0,2.0,100.0,0.0,0.0,29300.0,24280.0,3900.0,25100.0,2015,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
307449,2400.0,2400.0,2400.0,0.1229,80.05,60000.0,medical,32.09,0.0,675.0,679.0,1.0,18.0,0.0,27024.0,0.0,0.0,258.0,91009.0,40600.0,6.0,5688.0,0.0,0.0,249.0,5.0,5.0,4.0,0.0,5.0,11.0,6.0,17.0,15.0,14.0,30.0,11.0,18.0,0.0,0.0,2.0,100.0,0.0,0.0,113069.0,91009.0,24800.0,68301.0,2015,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307464,6000.0,6000.0,6000.0,0.1757,215.63,85000.0,car,14.03,0.0,660.0,664.0,2.0,12.0,0.0,18713.0,0.0,0.0,1357.0,52854.0,34700.0,5.0,4405.0,0.0,0.0,339.0,7.0,7.0,1.0,0.0,4.0,8.0,4.0,5.0,4.0,9.0,18.0,8.0,12.0,0.0,0.0,1.0,100.0,0.0,0.0,133412.0,30142.0,23100.0,17112.0,2015,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307467,10800.0,10800.0,10800.0,0.1099,353.53,97000.0,medical,5.69,0.0,670.0,674.0,0.0,9.0,1.0,2302.0,0.0,0.0,0.0,11301.0,35600.0,2.0,1256.0,0.0,0.0,158.0,16.0,6.0,0.0,0.0,5.0,5.0,5.0,11.0,2.0,8.0,16.0,5.0,9.0,0.0,0.0,1.0,100.0,1.0,0.0,45600.0,11301.0,22400.0,10000.0,2015,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307486,16800.0,16800.0,16800.0,0.1333,568.74,45000.0,car,13.58,2.0,685.0,689.0,3.0,18.0,0.0,10943.0,0.0,0.0,0.0,59708.0,15500.0,3.0,3317.0,1.0,0.0,185.0,1.0,1.0,13.0,4.0,3.0,3.0,3.0,7.0,16.0,4.0,18.0,3.0,18.0,0.0,2.0,1.0,89.4,0.0,0.0,107538.0,59708.0,13500.0,92038.0,2015,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307643,11500.0,11500.0,11500.0,0.0999,371.02,48000.0,car,38.4,0.0,700.0,704.0,0.0,16.0,0.0,12046.0,0.0,0.0,464.0,227803.0,19500.0,2.0,17523.0,0.0,0.0,144.0,29.0,11.0,1.0,0.0,3.0,6.0,7.0,8.0,20.0,11.0,12.0,6.0,16.0,0.0,0.0,1.0,100.0,0.0,0.0,306877.0,83909.0,15500.0,122085.0,2015,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307661,7200.0,7200.0,7200.0,0.1099,235.69,120000.0,medical,7.97,0.0,690.0,694.0,2.0,11.0,0.0,4843.0,0.0,0.0,0.0,4843.0,20800.0,8.0,440.0,0.0,0.0,139.0,3.0,3.0,0.0,3.0,9.0,10.0,9.0,15.0,1.0,11.0,17.0,10.0,11.0,0.0,0.0,4.0,66.7,0.0,0.0,20800.0,4843.0,18900.0,0.0,2015,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
307770,4200.0,4200.0,4200.0,0.1757,150.94,55000.0,medical,25.33,1.0,675.0,679.0,1.0,7.0,0.0,14663.0,0.0,0.0,0.0,236939.0,16100.0,8.0,33848.0,0.0,0.0,292.0,10.0,5.0,6.0,0.0,2.0,3.0,2.0,5.0,13.0,3.0,8.0,3.0,7.0,0.0,0.0,3.0,92.6,0.0,0.0,245760.0,56371.0,13600.0,44671.0,2015,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307785,25000.0,25000.0,25000.0,0.1099,818.35,64000.0,medical,22.03,0.0,695.0,699.0,0.0,8.0,1.0,45054.0,0.0,0.0,67.0,146737.0,74280.0,1.0,18342.0,0.0,0.0,263.0,11.0,11.0,1.0,0.0,6.0,6.0,6.0,10.0,4.0,6.0,10.0,6.0,8.0,0.0,0.0,1.0,100.0,0.0,1.0,243650.0,47802.0,74280.0,0.0,2015,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307860,4000.0,4000.0,4000.0,0.1561,139.86,50000.0,car,25.95,0.0,675.0,679.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,25422.0,6200.0,9.0,3632.0,0.0,0.0,125.0,24.0,5.0,0.0,8.0,0.0,0.0,0.0,3.0,19.0,1.0,5.0,0.0,7.0,0.0,0.0,3.0,64.0,0.0,0.0,39983.0,25422.0,0.0,33783.0,2015,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
307893,12000.0,12000.0,12000.0,0.1099,392.81,85000.0,car,5.08,0.0,665.0,669.0,0.0,7.0,3.0,8481.0,0.0,0.0,0.0,17290.0,11500.0,3.0,2470.0,0.0,0.0,152.0,13.0,12.0,0.0,0.0,2.0,6.0,2.0,3.0,2.0,6.0,8.0,6.0,7.0,0.0,0.0,1.0,100.0,1.0,2.0,20935.0,17290.0,6100.0,9435.0,2015,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
307917,9600.0,9600.0,9600.0,0.1153,316.71,80000.0,medical,16.49,0.0,665.0,669.0,0.0,15.0,0.0,8282.0,0.0,0.0,0.0,32541.0,11600.0,5.0,2169.0,0.0,0.0,113.0,12.0,11.0,0.0,6.0,4.0,6.0,4.0,6.0,20.0,6.0,8.0,6.0,15.0,0.0,0.0,4.0,95.5,0.0,0.0,48248.0,32541.0,5600.0,36648.0,2015,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
307982,6350.0,6350.0,6350.0,0.1561,222.03,18500.0,car,31.67,0.0,710.0,714.0,0.0,8.0,0.0,3045.0,0.0,0.0,0.0,24925.0,6200.0,3.0,3116.0,0.0,0.0,104.0,24.0,4.0,0.0,0.0,2.0,2.0,2.0,3.0,6.0,2.0,4.0,2.0,8.0,0.0,0.0,1.0,100.0,0.0,0.0,28050.0,24925.0,6200.0,21850.0,2015,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308118,8000.0,8000.0,8000.0,0.20489999999999997,299.31,34000.0,medical,23.23,0.0,670.0,674.0,0.0,9.0,0.0,6066.0,0.0,0.0,0.0,79323.0,9550.0,4.0,8813.0,0.0,0.0,142.0,1.0,1.0,0.0,0.0,1.0,6.0,3.0,3.0,15.0,6.0,9.0,6.0,9.0,0.0,0.0,2.0,96.0,0.0,0.0,88789.0,79323.0,3000.0,79239.0,2015,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
308282,16000.0,16000.0,16000.0,0.1229,358.27,187200.0,car,7.87,0.0,665.0,669.0,0.0,4.0,0.0,25859.0,0.0,0.0,3797.0,393741.0,25600.0,0.0,98435.0,0.0,0.0,138.0,58.0,25.0,7.0,0.0,2.0,2.0,2.0,4.0,4.0,2.0,7.0,2.0,4.0,0.0,0.0,0.0,100.0,0.0,0.0,410100.0,27341.0,25600.0,6000.0,2015,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
308289,8400.0,8400.0,8400.0,0.0917,267.79,70000.0,car,6.72,1.0,705.0,709.0,0.0,5.0,0.0,0.0,0.0,0.0,320.0,152522.0,6000.0,1.0,30504.0,0.0,0.0,118.0,57.0,12.0,4.0,0.0,0.0,0.0,1.0,4.0,10.0,1.0,5.0,0.0,5.0,0.0,0.0,1.0,89.5,0.0,0.0,182720.0,12010.0,6000.0,18703.0,2015,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308461,6000.0,6000.0,6000.0,0.1099,196.41,48000.0,car,0.63,0.0,690.0,694.0,0.0,2.0,0.0,100.0,0.0,0.0,0.0,100.0,9300.0,1.0,50.0,0.0,0.0,101.0,15.0,15.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,2.0,6.0,1.0,2.0,0.0,0.0,0.0,66.7,0.0,0.0,9300.0,100.0,9300.0,0.0,2015,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
308535,10000.0,10000.0,10000.0,0.0917,318.79,49000.0,medical,21.47,0.0,765.0,769.0,0.0,15.0,0.0,11361.0,0.0,0.0,0.0,39100.0,48700.0,7.0,2793.0,0.0,0.0,219.0,9.0,9.0,0.0,0.0,3.0,7.0,5.0,9.0,5.0,14.0,19.0,7.0,15.0,0.0,0.0,3.0,100.0,0.0,0.0,81320.0,39100.0,25600.0,32620.0,2015,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
